# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = code_4_model
# start_datetime = 2023-03-21 23:39:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 6000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838
# output
#   file = C:\Users\micha\Data_Analytics\Lab2\samples\code_4-20230322003950_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.312362
# Diagonal elements of inverse mass matrix:
# 0.694981
-0.727263,0,0.312362,0,1,1,2.1324,0.397093
-0.667318,0.765798,0.312362,3,7,0,0.79489,0.277383
-0.653128,0.999917,0.312362,2,5,0,0.67124,0.184721
-0.961093,0.972486,0.312362,2,5,0,1.01985,0.696552
-0.857218,0.999691,0.312362,1,3,0,1.02102,0.575149
-0.734515,0.941288,0.312362,2,5,0,0.860895,0.408617
-0.745427,0.99991,0.312362,2,3,0,0.745665,0.425393
-0.685207,0.5,0.312362,1,2,1,1.26063,0.114194
-0.67534,1,0.312362,3,7,0,0.685279,0.126039
-0.693013,0.994572,0.312362,1,1,0,0.695316,0.106513
-0.693013,0,0.312362,0,1,1,1.39755,0.106513
-0.666601,0.348012,0.312362,2,3,0,0.848823,0.275308
-0.764799,0.997334,0.312362,3,7,0,0.765292,0.453835
-0.749762,1,0.312362,1,1,0,0.764492,0.431895
-0.831403,0.997599,0.312362,1,3,0,0.883833,0.542989
-0.670911,0.999609,0.312362,3,7,0,0.791536,0.287246
-0.653409,0.998441,0.312362,2,5,0,0.728456,0.182228
-0.655469,0.998099,0.312362,3,7,0,0.679806,0.233226
-0.655469,0,0.312362,0,1,1,1.8713,0.233226
-0.653338,0.999227,0.312362,1,3,0,0.669229,0.182821
-0.759204,0.482993,0.312362,1,2,1,1.18247,0.445775
-0.657384,0.99983,0.312362,2,5,0,0.7782,0.242821
-0.654132,0.982183,0.312362,2,3,0,0.757932,0.177117
-0.657945,0.996022,0.312362,3,7,0,0.708054,0.245308
-1.17007,0.730214,0.312362,2,4,1,1.29943,0.919202
-1.17965,0.999984,0.312362,2,3,0,1.18371,0.928989
-0.764827,0.8,0.312362,2,5,1,1.20123,0.453875
-0.677159,0.998803,0.312362,2,5,0,0.879096,0.302772
-0.816286,0.988766,0.312362,2,7,0,1.09573,0.523638
-0.981723,0.427508,0.312362,3,7,0,1.18323,0.719553
-0.784938,0.666667,0.312362,1,3,1,1.29252,0.481979
-1.02118,0.664424,0.312362,1,3,1,1.48036,0.762793
-1.01366,1,0.312362,1,1,0,1.02506,0.754618
-0.837906,0.694092,0.312362,1,3,0,1.22944,0.551189
-0.93238,0.998365,0.312362,1,3,0,0.983433,0.664014
-0.666993,0.99944,0.312362,2,7,0,1.0597,0.276447
-0.735277,0.816509,0.312362,1,3,0,0.827216,0.409808
-0.660647,0.998448,0.312362,2,5,0,0.856729,0.256008
-1.19818,0.448186,0.312362,1,2,1,4.39443,0.947832
-0.81055,0.8,0.312362,2,5,1,1.20899,0.51618
-0.82275,0.999811,0.312362,1,1,0,0.823588,0.531964
-1.04837,0.66504,0.312362,1,3,1,1.43316,0.792081
-0.799345,0.666667,0.312362,1,3,1,1.53633,0.50141
-0.790738,1,0.312362,1,1,0,0.800628,0.489866
-0.709667,0.999294,0.312362,1,3,0,0.857567,0.36756
-1.61105,0.975213,0.312362,2,7,0,1.98103,1.34866
-1.78782,0.999439,0.312362,1,3,0,1.90795,1.51308
-2.06774,0.999291,0.312362,2,5,0,2.4166,1.76818
-2.25013,0.999667,0.312362,1,3,0,2.36649,1.9318
-2.24864,1,0.312362,2,3,0,2.26004,1.93047
-0.999183,0.8,0.312362,2,5,1,2.84271,0.738801
-0.765851,0.99802,0.312362,2,7,0,1.46185,0.455337
