# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = code_4_model
# start_datetime = 2023-03-21 23:46:01 UTC
# method = sample (Default)
#   sample
#     num_samples = 6000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838282
# output
#   file = C:\Users\micha\Data_Analytics\Lab2\samples\code_4-20230322004601_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.276355
# Diagonal elements of inverse mass matrix:
# 0.485138
-0.69999,0.666667,0.276355,1,3,1,1.21078,0.350065
-1.04826,0.794487,0.276355,2,5,1,1.52718,0.791964
-0.752822,0.75,0.276355,2,4,1,1.32613,0.436434
-0.654669,0.85696,0.276355,3,7,0,0.837828,0.22843
-0.909385,0.794141,0.276355,2,5,1,1.02803,0.637454
-0.793273,0.999958,0.276355,2,5,0,0.931021,0.493285
-0.792763,1,0.276355,2,3,0,0.795578,0.492598
-1.0779,0.798892,0.276355,2,5,1,1.31167,0.823473
-0.77525,0.666667,0.276355,1,3,1,2.60426,0.468598
-0.927838,0.99961,0.276355,2,7,0,0.982804,0.658805
-0.757318,0.666667,0.276355,1,3,1,1.46178,0.443032
-0.912583,0.741186,0.276355,2,7,0,0.975531,0.641176
-0.724085,0.8,0.276355,2,5,1,1.02932,0.391938
-0.699145,0.5,0.276355,1,2,1,1.66929,0.101215
-0.681141,1,0.276355,1,1,0,0.696162,0.118727
-0.684031,0.999513,0.276355,1,1,0,0.68656,0.115462
-1.30708,0.946874,0.276355,4,15,0,1.31544,1.05669
-1.31876,0.999992,0.276355,2,3,0,1.31948,1.0682
-1.37782,0.999867,0.276355,1,3,0,1.39808,1.12599
-1.15899,0.999943,0.276355,3,7,0,1.46087,0.907856
-0.751194,0.933333,0.276355,3,15,1,1.15572,0.434024
-1.96583,0.880775,0.276355,3,9,1,2.07288,1.67594
-2.07879,0.999865,0.276355,1,3,0,2.16877,1.77815
-2.08851,0.999993,0.276355,1,1,0,2.09039,1.78691
-2.46451,0.90901,0.276355,3,11,1,2.49697,2.12209
-2.01598,0.87481,0.276355,3,8,1,4.40951,1.72141
-1.24734,0.8,0.276355,2,5,1,3.41028,0.997339
-1.29447,0.99972,0.276355,3,7,0,1.44816,1.04424
-0.997957,0.875,0.276355,3,8,1,1.29345,0.737456
-0.686923,0.999071,0.276355,2,7,0,1.4014,0.324355
-0.89657,0.663025,0.276355,2,3,0,1.97249,0.622431
-0.942947,0.999782,0.276355,2,3,0,0.943383,0.676064
-0.655879,0.999513,0.276355,2,7,0,1.13441,0.168291
-1.31015,0.843547,0.276355,3,8,1,1.42481,1.05973
-1.24993,0.99998,0.276355,1,3,0,1.33271,0.999928
-1.85753,0.856646,0.276355,2,7,1,2.09522,1.57715
-1.37855,0.999958,0.276355,2,7,0,1.96641,1.1267
-0.661836,0.999679,0.276355,3,9,0,1.72753,0.149866
-0.661836,0,0.276355,0,1,1,1.00466,0.149866
-0.686293,0.997247,0.276355,2,7,0,0.707361,0.323036
-0.686293,0,0.276355,0,1,1,5.6649,0.323036
-0.716544,0.999,0.276355,1,3,0,0.744383,0.379405
-0.862981,0.713289,0.276355,2,7,1,0.93372,0.582195
-0.734804,0.94847,0.276355,1,3,0,1.19648,0.409068
-0.657614,0.958572,0.276355,2,3,0,1.30982,0.243854
-0.813995,0.99144,0.276355,2,7,0,0.985559,0.520667
-0.691965,0.749594,0.276355,2,4,1,1.20702,0.334621
-0.72677,0.5,0.276355,1,2,1,1.37473,0.0825528
-0.660158,0.476175,0.276355,1,2,1,1.03521,0.2542
-0.660158,0,0.276355,0,1,1,1.83462,0.2542
-0.823523,0.98021,0.276355,2,5,0,0.862538,0.532955
-0.664556,0.5,0.276355,1,2,1,2.61386,0.143855
-0.664556,0,0.276355,0,1,1,1.21836,0.143855
-0.664556,2.03491e-06,0.276355,1,1,0,0.96337,0.143855
-0.658023,0.991358,0.276355,2,7,0,0.786274,0.245645
-0.658023,0,0.276355,0,1,1,1.59147,0.245645
-0.658023,0,0.276355,0,1,1,1.83675,0.245645
-0.690476,0.408057,0.276355,2,3,0,0.876425,0.108881
-0.989286,0.741594,0.276355,1,1,0,1.14393,0.021262
-1.22665,0.178633,0.276355,3,13,0,3.90036,0.976579
-1.23879,0.999971,0.276355,1,1,0,1.23932,0.988769
-0.977919,0.999994,0.276355,3,7,0,1.25645,0.715334
-1.03195,0.920396,0.276355,2,7,0,1.05567,0.774434
-0.821205,0.666667,0.276355,1,3,1,1.72555,0.529982
-1.03231,0.66551,0.276355,1,3,1,1.73173,0.77482
-0.721028,0.999265,0.276355,2,7,0,1.37734,0.386909
-0.655549,0.666667,0.276355,1,3,1,0.98638,0.233673
-0.658445,0.997791,0.276355,1,3,0,0.722058,0.159054
-0.658445,0,0.276355,0,1,1,3.39626,0.159054
-1.03587,0.798089,0.276355,1,1,0,1.17843,0.0173011
-0.714344,1,0.276355,1,1,0,0.85212,0.0900932
-0.714344,0,0.276355,0,1,1,0.917804,0.0900932
-0.714344,0,0.276355,0,1,1,2.09833,0.0900932
-1.76307,0.728151,0.276355,3,8,1,2.23855,1.49025
-1.21211,0.857143,0.276355,2,7,1,1.94622,0.961919
-1.23992,0.999979,0.276355,3,7,0,1.24705,0.98991
-0.982968,0.999859,0.276355,2,7,0,1.36874,0.720932
-0.990787,0.999966,0.276355,1,1,0,0.991688,0.729569
-0.787208,1,0.276355,3,7,0,0.989333,0.485077
-0.837378,0.999418,0.276355,2,7,0,0.872074,0.550526
-0.753627,0.999907,0.276355,3,7,0,0.874025,0.437622
-0.697046,0.74956,0.276355,2,4,1,1.00852,0.102967
-0.668866,0.480933,0.276355,1,2,1,1.06833,0.281734
-0.668866,0,0.276355,0,1,1,1.77912,0.281734
-0.672384,0.333333,0.276355,2,3,0,0.93342,0.130255
-0.788171,0.9823,0.276355,2,7,0,0.889021,0.486386
-1.02763,0.832093,0.276355,2,6,1,1.18676,0.769775
-1.023,1,0.276355,1,1,0,1.0296,0.764758
-1.01572,1,0.276355,2,3,0,1.02411,0.756864
