# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = code_4_model
# start_datetime = 2023-03-21 23:39:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 6000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838
# output
#   file = C:\Users\micha\Data_Analytics\Lab2\samples\code_4-20230322003950_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.481143
# Diagonal elements of inverse mass matrix:
# 0.672624
-0.75888,0.999492,0.481143,2,3,0,0.968619,0.445304
-0.741319,1,0.481143,1,1,0,0.760376,0.419149
-1.10652,0.48771,0.481143,1,2,1,1.5224,0.853545
-0.686269,0.5,0.481143,1,2,1,1.72084,0.322985
-0.686269,0,0.481143,0,1,1,1.13863,0.322985
-0.686269,0,0.481143,0,1,1,1.10801,0.322985
-0.68688,0.994991,0.481143,1,3,0,0.745195,0.112444
-0.68688,0,0.481143,0,1,1,0.905718,0.112444
-1.13132,0.646217,0.481143,2,4,1,1.13823,0.879338
-0.898112,1,0.481143,2,3,0,1.12776,0.624248
-0.960867,0.713772,0.481143,3,7,0,0.998233,0.0241707
-0.960867,0.274361,0.481143,1,1,0,0.961116,0.0241707
-0.894119,0.415094,0.481143,2,3,0,1.70164,0.0329909
-0.727193,0.904884,0.481143,1,1,0,1.04723,0.396981
-0.727193,0,0.481143,0,1,1,1.39441,0.396981
-0.727193,0,0.481143,0,1,1,1.3713,0.396981
-0.922027,0.986408,0.481143,1,3,0,1.03511,0.652114
-0.922027,0,0.481143,0,1,1,2.21615,0.652114
-1.56592,0.489365,0.481143,1,2,1,2.61512,1.30615
-0.888418,0.999939,0.481143,3,7,0,1.62899,0.612787
-0.715849,0.998784,0.481143,1,3,0,0.96835,0.378226
-0.715849,0,0.481143,0,1,1,1.62009,0.378226
-0.680258,0.977337,0.481143,1,3,0,0.71421,0.309915
-0.670723,1,0.481143,1,1,0,0.67961,0.286747
-0.899265,0.762611,0.481143,1,1,0,1.10446,0.0321896
-0.899265,0,0.481143,0,1,1,2.45778,0.0321896
-0.701133,0.764361,0.481143,2,3,0,0.949199,0.352189
-0.701133,0,0.481143,0,1,1,1.26303,0.352189
-0.701133,0,0.481143,0,1,1,1.88643,0.352189
-0.701133,0,0.481143,0,1,1,1.73334,0.352189
-0.701133,0,0.481143,0,1,1,1.01905,0.352189
-0.655754,0.99604,0.481143,2,3,0,0.720987,0.234794
-0.655754,0,0.481143,0,1,1,0.925083,0.234794
-1.71095,0.902616,0.481143,3,7,0,1.80639,1.44196
-2.273,0.665634,0.481143,1,3,1,2.84722,1.95219
-1.98054,0.999917,0.481143,1,3,0,2.37096,1.68929
-1.16447,0.799903,0.481143,2,5,1,2.12589,0.913479
-2.25769,0.990633,0.481143,2,5,0,2.63067,1.93853
-2.70584,0.799421,0.481143,2,5,1,3.00787,2.3342
-1.98165,0.99996,0.481143,3,7,0,2.82586,1.6903
-2.28492,0.999209,0.481143,2,3,0,2.28963,1.96281
-2.2193,0.999883,0.481143,3,7,0,2.47606,1.90426
-1.16687,0.5,0.481143,1,2,1,4.80479,0.915931
-0.701136,0.5,0.481143,1,2,1,1.87955,0.352194
-0.682414,0.369747,0.481143,2,3,0,0.77118,0.117261
-0.927095,0.390373,0.481143,1,2,1,1.64536,0.657951
-0.941887,0.999675,0.481143,1,1,0,0.950427,0.674859
-0.941887,0,0.481143,0,1,1,2.25737,0.674859
-0.995504,0.999003,0.481143,2,3,0,1.03662,0.734761
-1.02435,0.999498,0.481143,1,1,0,1.02961,0.766229
-1.21663,0.665654,0.481143,1,3,1,1.26527,0.966485
-0.653463,0.5,0.481143,1,2,1,2.58184,0.181789
-0.653463,0,0.481143,0,1,1,1.9392,0.181789
-1.06709,0.420497,0.481143,1,2,1,2.0629,0.812023
-1.26211,0.665752,0.481143,1,3,0,1.30989,1.01209
-1.64155,0.996226,0.481143,3,7,0,2.04019,1.37726
-1.34756,0.999944,0.481143,3,7,0,1.71818,1.09647
-1.35147,0.999969,0.481143,1,1,0,1.36992,1.10029
-2.3334,0.99429,0.481143,2,5,0,2.58474,2.00595
-0.730088,0.75,0.481143,2,4,1,2.10586,0.0807221
-0.730088,0.233821,0.481143,1,2,1,2.29182,0.0807221
-1.53947,0.50716,0.481143,2,4,1,1.63168,1.28112
-2.06792,0.799009,0.481143,2,5,1,2.0846,1.76835
-2.11997,0.999841,0.481143,1,1,0,2.12504,1.81522
-2.43692,0.799574,0.481143,2,5,1,2.55832,2.0977
-1.59933,0.799943,0.481143,2,5,1,2.56831,1.33764
