# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = code_5_model
# start_datetime = 2023-03-21 23:45:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 6000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838282
# output
#   file = C:\Users\micha\Data_Analytics\Lab2\samples\code_5-20230322004541_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.992012
# Diagonal elements of inverse mass matrix:
# 1.18227
-1.27247,1,0.992012,1,1,0,1.28221,0.82217
-1.27247,1.02602e-14,0.992012,1,1,0,4.53901,0.82217
-1.71155,0.771637,0.992012,2,3,0,2.57527,0.36709
-1.82831,0.995163,0.992012,2,3,0,1.88203,0.318494
-2.24319,0.959923,0.992012,1,1,0,2.25072,0.203765
-1.30822,1,0.992012,2,3,0,1.91842,1.337
-1.30822,1.24018e-06,0.992012,1,1,0,3.41722,1.337
-1.29441,1,0.992012,1,1,0,1.32055,1.29077
-1.69645,0.568849,0.992012,2,3,0,1.96002,0.374202
-1.69645,0.988375,0.992012,1,1,0,1.83468,0.374202
-1.27598,0.966542,0.992012,1,3,0,1.63206,0.809721
-1.34721,0.984249,0.992012,1,3,0,1.37526,1.44784
-2.2942,0.188931,0.992012,2,3,0,3.1674,0.193648
-3.33195,0.66092,0.992012,1,3,0,3.36474,0.0749763
-2.85035,1,0.992012,1,1,0,3.34123,0.114681
-1.33298,0.34334,0.992012,2,3,0,3.07179,0.678469
-1.29804,1,0.992012,1,1,0,1.33189,0.747757
-1.29804,0.124871,0.992012,1,1,0,2.5568,0.747757
-1.63238,0.936439,0.992012,2,3,0,1.79002,0.407029
-2.89596,0.95313,0.992012,1,3,0,3.08356,0.110063
-3.67539,0.991721,0.992012,2,3,0,3.67542,0.0558871
-1.53667,0.994391,0.992012,1,3,0,4.24295,0.466201
-1.39008,1,0.992012,1,1,0,1.51606,0.59815
-1.44745,0.988177,0.992012,1,1,0,1.47016,0.537928
-1.44745,0.339784,0.992012,1,1,0,2.85425,0.537928
-1.48307,1,0.992012,2,3,0,1.78542,0.506785
-1.56951,0.995032,0.992012,2,3,0,1.6014,0.444261
-1.56951,0.930913,0.992012,1,3,0,2.7396,0.444261
-1.86784,0.958945,0.992012,1,1,0,1.8748,0.304198
-1.84628,1,0.992012,2,3,0,1.96487,0.311875
-4.44337,0.769353,0.992012,1,3,0,5.61954,0.0294444
-3.93692,1,0.992012,1,1,0,4.47131,0.0448382
-4.66421,0.990387,0.992012,1,1,0,4.66915,0.0245556
-4.22958,1,0.992012,1,1,0,4.71236,0.0351359
-1.59752,0.991966,0.992012,1,3,0,5.24714,0.426966
-2.0488,0.945955,0.992012,2,3,0,2.37644,0.249087
-2.40396,0.972435,0.992012,1,1,0,2.429,0.173901
-2.76956,0.980049,0.992012,1,1,0,2.80682,0.123411
-3.7678,0.655158,0.992012,1,3,0,3.78184,0.0516866
-1.76813,0.461564,0.992012,2,3,0,4.17913,0.342229
-1.57131,1,0.992012,2,3,0,1.76038,0.443112
-1.43169,1,0.992012,1,1,0,1.5601,0.553059
-1.43747,1,0.992012,2,3,0,1.64144,1.6519
-2.59376,0.3856,0.992012,1,3,0,4.00193,0.145172
-3.02647,0.980583,0.992012,1,1,0,3.05609,0.0979579
-2.83207,1,0.992012,2,3,0,3.1186,0.116593
-2.06003,0.729698,0.992012,1,3,0,2.78114,0.246131
-1.6647,0.521389,0.992012,2,3,0,2.45536,2.04921
-1.6647,0.175416,0.992012,1,1,0,2.55447,2.04921
-1.6647,5.51232e-28,0.992012,1,1,0,5.45977,2.04921
-1.6647,0.545393,0.992012,1,3,0,2.3211,2.04921
-1.69273,0.731718,0.992012,2,3,0,2.51499,0.375987
-1.40855,1,0.992012,2,3,0,1.56799,1.59155
-1.93379,0.687564,0.992012,1,1,0,2.09861,2.43835
-1.93379,0.223474,0.992012,1,3,0,3.36753,2.43835
-1.93379,0.197125,0.992012,1,1,0,2.97647,2.43835
-1.96439,0.973008,0.992012,1,1,0,2.44648,2.47962
-1.25002,1,0.992012,1,1,0,1.60564,0.994333
-1.25002,0.0198443,0.992012,1,1,0,2.60702,0.994333
-1.40125,0.954386,0.992012,1,3,0,1.42368,0.585204
-1.52328,0.973892,0.992012,1,3,0,1.6483,1.81435
-1.40811,1,0.992012,1,1,0,1.5434,1.59061
-1.40811,0.155228,0.992012,2,3,0,2.83298,1.59061
-1.40811,0.0642648,0.992012,1,1,0,2.40841,1.59061
-1.40811,0.000263024,0.992012,1,1,0,3.10663,1.59061
-2.4565,0.462802,0.992012,2,3,0,2.77267,3.09498
-2.07587,1,0.992012,1,1,0,2.85536,2.62626
-1.47011,1,0.992012,1,1,0,1.8549,1.7162
-1.47011,0.41263,0.992012,2,3,0,2.03738,1.7162
-1.82861,0.662799,0.992012,1,3,0,2.43613,0.31838
-2.6113,0.886744,0.992012,1,3,0,2.62498,0.142812
-2.5809,1,0.992012,1,1,0,2.76177,0.146932
