# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = code_5_model
# start_datetime = 2023-03-21 23:45:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 6000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838282
# output
#   file = C:\Users\micha\Data_Analytics\Lab2\samples\code_5-20230322004541_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.571481
# Diagonal elements of inverse mass matrix:
# 1.23146
-1.27874,1,0.571481,1,1,0,1.28928,0.800619
-1.41606,0.956949,0.571481,2,5,0,1.78449,1.60758
-2.11077,0.857279,0.571481,2,5,0,2.64952,0.233335
-1.97136,1,0.571481,1,1,0,2.10865,0.270831
-1.26869,0.99976,0.571481,2,5,0,1.8889,1.18302
-1.97458,0.907251,0.571481,2,5,0,2.20363,0.269877
-2.08687,0.996373,0.571481,1,1,0,2.0931,0.239249
-2.23335,0.999406,0.571481,3,7,0,2.23633,0.205793
-2.96793,0.960457,0.571481,2,5,0,3.01013,3.67624
-2.36853,1,0.571481,1,1,0,2.98963,2.99014
-2.36853,0.381377,0.571481,1,1,0,3.71317,2.99014
-2.38553,0.99361,0.571481,1,1,0,2.69457,3.01054
-1.78957,1,0.571481,1,1,0,2.24913,2.23662
-1.37832,0.914461,0.571481,2,3,0,2.36169,1.52399
-1.48918,0.966773,0.571481,2,3,0,1.71512,1.75223
-1.81879,0.922944,0.571481,1,1,0,1.82308,2.27859
-1.81879,0.939818,0.571481,1,1,0,2.05662,2.27859
-1.59597,1,0.571481,1,1,0,1.79235,1.9389
-1.47446,1,0.571481,1,1,0,1.58582,1.7245
